"","X.1","X","year","stress","satjob1","health1","jobsecok","fringeok","secondwk","famwkoff","partfull","rincome","race","sex","educ","naicsind07","censusocc00","id","ballot","isco08","stressd","stressn","satjob1d","satjob1n","health1d","health1n","jobsecokd","jobsecokn","fringeokd","fringeokn","secondwkd","famwkoffd","famwkoffn","fulld","rincomed","blackraced","femalesexd","colleged","idvar","computefrey","pct_software","pct_robot","pct_ai","naics_id","yearnaics","ko_ratio","kl_ratio","decline","declineord","declinefac"
"5083",5083,5083,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","14","Offices of optometrists","Opticians, dispensing",535,"Ballot a",3254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-535",0.71,0.63,0.79,0.34,224,"2018-224",0.08912959,0.1594349,0,1,"Faster than average"
"5084",5084,5084,"2018","Hardly ever","Somewhat satisfied","Very good","Not too true","Dont know","No","Not at all hard","Part-time","$8000 to 9999","White","Female","14","Specialty food stores","Postsecondary teachers",536,"Ballot c",2310,0,1,1,2,1,3,0,1,NA,NA,0,1,3,0,0,0,0,0,"2018-536",0.032,0.37,0.34,0.55,126,"2018-126",0.09845488,0.2414978,0,1.405405,"Faster than average"
"5085",5085,5085,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Other","Female","2","Services to buildings and dwellings","Janitors and building cleaners",537,"Ballot b",9112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-537",0.5733333,0.5366667,0.9166667,0.1866667,90,"2018-90",0.1956324,0.6118095,0.3333333,2.666667,"Slower than average"
"5086",5086,5086,"2018","Sometimes","Very satisfied","Very good","Very true","Very true","Yes","Somewhat hard","Full-time","$25000 or more","White","Male","18","Hospitals","Other healthcare practitioners and technical occupations",538,"Ballot a",2263,0,2,1,3,1,3,1,3,1,3,1,0,1,1,1,0,1,1,"2018-538",0.1075,0.32,0.33,0.34,14,"2018-14",0.1183382,0.2652338,0,1.5,"Faster than average"
"5087",5087,5087,"2018","Sometimes","Somewhat satisfied","Good","Somewhat true","Not too true","Yes","Somewhat hard","Full-time","$25000 or more","White","Female","13","Other consumer goods rental","Meeting, convention, and event planners",539,"Ballot c",3332,0,2,1,2,1,2,1,2,0,1,1,0,1,1,1,0,0,0,"2018-539",0.037,0.5,0.26,0.68,251,"2018-251",0.4362081,4.479145,0,1,"Faster than average"
"5088",5088,5088,"2018","Often","Somewhat satisfied","Good","Very true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","White","Female","12","Hospitals","Receptionists and information clerks",540,"Ballot a",4226,1,3,1,2,1,2,1,3,1,2,0,0,1,1,1,0,0,0,"2018-540",0.96,0.71,0.49,0.59,14,"2018-14",0.1183382,0.2652338,0,2,"Average"
"5089",5089,5089,"2018","Often","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","White","Female","17","Aircraft and parts manufacturing","Aerospace engineers",541,"Ballot c",2144,1,3,1,2,1,3,1,2,1,2,0,0,1,1,1,0,0,1,"2018-541",0.132,0.5466667,0.3666667,0.8166667,5,"2018-5",0.1160414,0.4060278,0,2,"Average"
"5090",5090,5090,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","16","Administration of economic programs and space research","Air traffic controllers and airfield operations specialists",542,"Ballot b",3154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2018-542",0.0695,0.62,0.33,0.29,43,"2018-43",0.1135214,0.2217318,0,4,"Little or no change"
"5091",5091,5091,"2018","Hardly ever","Very satisfied","Very good","Somewhat true","Very true","No","Not at all hard","Full-time","$25000 or more","Black","Male","16","Air transportation","Air traffic controllers and airfield operations specialists",543,"Ballot a",3154,0,1,1,3,1,3,1,2,1,3,0,1,3,1,1,1,1,1,"2018-543",0.0695,0.62,0.33,0.29,82,"2018-82",0.1160414,0.4060278,0,4,"Little or no change"
"5092",5092,5092,"2018","Sometimes","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","Other","Male","13","Construction","Bus and truck mechanics and diesel engine specialists",544,"Ballot c",7231,0,2,1,2,1,3,1,2,1,2,0,1,3,1,1,0,1,0,"2018-544",0.6453,0.376,0.684,0.48,18,"2018-18",0.09759137,0.2157667,0.1,2.3,"Average"
"5093",5093,5093,"2018","Often","Not too satisfied","Very good","Not too true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","White","Female","17","Other administrative and other support services","Registered nurses",545,"Ballot b",2221,1,3,0,1,1,3,0,1,1,2,0,0,1,1,1,0,0,1,"2018-545",0.058,0.43,0.22,0.78,134,"2018-134",0.1135214,0.2217318,0,0,"Much faster than average"
"5094",5094,5094,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","Not applicable","White","Female","12","Automotive equipment rental and leasing","First-line supervisors of non-retail sales workers",547,"Ballot a",5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,"2018-547",0.075,0.28,0.2,0.61,20,"2018-20",0.4362081,4.479145,1,5,"Decline"
"5095",5095,5095,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Male","11","Foundries","Molders and molding machine setters, operators, and tenders, metal and plastic",548,"Ballot a",7211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"2018-548",0.81,0.44,0.67,0.25,199,"2018-199",0.1106536,0.4171805,1,5,"Decline"
"5096",5096,5096,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","12","Home health care services","Personal care aides",549,"Ballot a",5322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2018-549",0.402,0.225,0.33,0.235,45,"2018-45",0.1183382,0.2652338,0,0,"Much faster than average"
"5097",5097,5097,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","20","Colleges and universities, including junior colleges","Education administrators",550,"Ballot a",1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2018-550",0.025,0.26,0.13,0.63,4,"2018-4",0.07550987,0.1330591,0,1.333333,"Faster than average"
"5098",5098,5098,"2018","Sometimes","Somewhat satisfied","Excellent","Not too true","Not too true","Yes","Not too hard","Part-time","$20000 - 24999","White","Male","16","Colleges and universities, including junior colleges","Writers and authors",551,"Ballot a",2641,0,2,1,2,1,4,0,1,0,1,1,1,2,0,0,0,1,1,"2018-551",0.3276667,0.16,0.08666667,0.39,4,"2018-4",0.07550987,0.1330591,0.3333333,3.333333,"Slower than average"
"5099",5099,5099,"2018","Often","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Full-time","Refused","White","Male","13","Radio, tv, and computer stores","Sales representatives, services, all other",552,"Ballot b",3322,1,3,1,3,1,4,1,3,1,3,0,1,3,1,NA,0,1,0,"2018-552",0.3916667,0.15,0.115,0.315,81,"2018-81",0.1429863,0.3324392,0.25,2.75,"Slower than average"
"5100",5100,5100,"2018","Always","Somewhat satisfied","Good","Somewhat true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Female","16","Electrical and electronic goods, merchant wholesalers","Marketing and sales managers",553,"Ballot a",1221,1,4,1,2,1,2,1,2,1,3,0,1,3,1,1,0,0,1,"2018-553",0.61,0.68,0.37,0.82,183,"2018-183",0.2292037,0.6225331,0,1.5,"Faster than average"
"5101",5101,5101,"2018","Never","Somewhat satisfied","Excellent","Somewhat true","Somewhat true","No","Not too hard","Part-time","$6000 to 6999","Other","Female","12","Department stores and discount stores","Retail salespersons",554,"Ballot c",5223,0,0,1,2,1,4,1,2,1,2,0,1,2,0,0,0,0,0,"2018-554",0.95,0.02,0.03,0.02,60,"2018-60",0.1429863,0.3324392,0.5,4.5,"Little or no change"
"5102",5102,5102,"2018","Often","Very satisfied","Excellent","Very true","Somewhat true","Yes","Not too hard","Not applicable","Not applicable","White","Female","17","Hospitals","Registered nurses",555,"Ballot b",2221,1,3,1,3,1,4,1,3,1,2,1,1,2,NA,NA,0,0,1,"2018-555",0.058,0.43,0.22,0.78,14,"2018-14",0.1183382,0.2652338,0,0,"Much faster than average"
"5103",5103,5103,"2018","Hardly ever","Very satisfied","Very good","Very true","Somewhat true","No","Not at all hard","Part-time","$10000 - 14999","White","Female","14","Specialty food stores","Cashiers",556,"Ballot a",5230,0,1,1,3,1,3,1,3,1,2,0,1,3,0,0,0,0,0,"2018-556",0.9,0.65,0.23,0.38,126,"2018-126",0.09845488,0.2414978,0.5,4.5,"Little or no change"
"5104",5104,5104,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","16","National security and international affairs","Medical and health services managers",557,"Ballot b",1342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2018-557",0.16,0.71,0.35,0.84,46,"2018-46",0.3477709,1.059425,0,0,"Much faster than average"
"5105",5105,5105,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","16","Industrial and miscellaneous chemicals","Office clerks, general",558,"Ballot c",4110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2018-558",0.97,0.265,0.3,0.17,2,"2018-2",0.3913976,2.940923,1,5,"Decline"
"5106",5106,5106,"2018","Sometimes","Very satisfied","Excellent","Somewhat true","Somewhat true","Yes","Not too hard","Part-time","$25000 or more","White","Male","17","Accounting, tax preparation, bookkeeping, and payroll services","Accountants and auditors",559,"Ballot b",2411,0,2,1,3,1,4,1,2,1,2,1,1,2,0,1,0,1,1,"2018-559",0.9566667,0.29,0.1466667,0.7,94,"2018-94",0.1201161,0.2591254,0,2,"Average"
"5107",5107,5107,"2018","Often","Somewhat satisfied","Excellent","Very true","Somewhat true","No","Not too hard","Part-time","$25000 or more","White","Male","16","Motion pictures and video industries","Producers and directors",560,"Ballot c",2654,1,3,1,2,1,4,1,3,1,2,0,1,2,0,1,0,1,1,"2018-560",0.1183333,0.32,0.25,0.43,117,"2018-117",0.4378343,1.647384,0,2,"Average"
"5108",5108,5108,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","17","Elementary and secondary schools","Elementary and middle school teachers",561,"Ballot b",2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2018-561",0.0872,0.22,0.14,0.4,6,"2018-6",0.07550987,0.1330591,0,2.5,"Average"
"5109",5109,5109,"2018","Never","Very satisfied","Very good","Somewhat true","Not at all true","No","Not at all hard","Part-time","$3000 to 3999","White","Male","12","Printing and related support activities","Tour and travel guides",562,"Ballot b",5113,0,0,1,3,1,3,1,2,0,0,0,1,3,0,0,0,1,0,"2018-562",0.3476667,0.15,0.09,0.21,72,"2018-72",0.1095456,0.3464016,0,0,"Much faster than average"
"5110",5110,5110,"2018","Sometimes","Somewhat satisfied","Good","Very true","Very true","No","Not too hard","Full-time","$25000 or more","Other","Female","16","Management, scientific, and technical consulting services","Software developers, applications and systems software",563,"Ballot a",2512,0,2,1,2,1,2,1,3,1,3,0,1,2,1,1,0,0,1,"2018-563",0.086,0.98,0.88,0.94,33,"2018-33",0.09339212,0.2256744,0,0.5,"Much faster than average"
"5111",5111,5111,"2018","Sometimes","Very satisfied","Very good","Very true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","Other","Male","16","Non-depository credit and related activities","Financial managers",564,"Ballot a",1211,0,2,1,3,1,3,1,3,1,2,0,1,3,1,1,0,1,1,"2018-564",0.016,0.28,0.07,0.67,27,"2018-27",0.3742271,1.075169,0,0,"Much faster than average"
"5112",5112,5112,"2018","Sometimes","Somewhat satisfied","Very good","Somewhat true","Not too true","No","Not too hard","Full-time","$20000 - 24999","White","Male","16","Health and personal care, except drug, stores","First-line supervisors of retail sales workers",565,"Ballot c",5222,0,2,1,2,1,3,1,2,0,1,0,1,2,1,0,0,1,1,"2018-565",0.28,0.28,0.2,0.61,99,"2018-99",0.08912959,0.1594349,1,5,"Decline"
"5113",5113,5113,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","16","Hospitals","Dietitians and nutritionists",566,"Ballot c",2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2018-566",0.0039,0.24,0.19,0.54,14,"2018-14",0.1183382,0.2652338,0,0,"Much faster than average"
"5114",5114,5114,"2018","Sometimes","Somewhat satisfied","Excellent","Somewhat true","Not too true","No","Not at all hard","Full-time","$25000 or more","White","Female","16","Business support services","Miscellaneous legal support workers",567,"Ballot b",3411,0,2,1,2,1,4,1,2,0,1,0,1,3,1,1,0,0,1,"2018-567",0.66,0.415,0.285,0.505,30,"2018-30",0.1135214,0.2217318,0,2.428571,"Average"
"5115",5115,5115,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","20","Justice, public order, and safety activities","Lawyers",568,"Ballot a",2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2018-568",0.035,0.4,0.16,0.79,42,"2018-42",0.2203196,0.3689286,0,2,"Average"
"5116",5116,5116,"2018","Sometimes","Somewhat satisfied","Good","Very true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","White","Male","16","Computer and peripheral equipment manufacturing    ","Sales representatives,  wholesale and manufacturing",569,"Ballot b",3322,0,2,1,2,1,2,1,3,1,2,0,1,3,1,1,0,1,1,"2018-569",0.3916667,0.15,0.115,0.315,15,"2018-15",0.2828857,0.9488033,0.25,2.75,"Slower than average"
"5117",5117,5117,"2018","Hardly ever","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Full-time","Refused","Other","Female","16","Other general government and support","Judges, magistrates, and other judicial workers",570,"Ballot b",2612,0,1,1,3,1,4,1,3,1,3,0,1,3,1,NA,0,0,1,"2018-570",0.52,0.4,0.16,0.79,87,"2018-87",0.3477709,1.059425,0,3,"Slower than average"
"5118",5118,5118,"2018","Often","Somewhat satisfied","Very good","Somewhat true","Not too true","No","Not too hard","Full-time","Not applicable","White","Female","20","Colleges and universities, including junior colleges","Biological scientists",571,"Ballot b",2131,1,3,1,2,1,3,1,2,0,1,0,1,2,1,NA,0,0,1,"2018-571",0.07972222,0.62,0.52,0.82,4,"2018-4",0.07550987,0.1330591,0,1.7,"Average"
"5119",5119,5119,"2018","Often","Somewhat satisfied","Very good","Very true","Very true","No","Not too hard","Full-time","$25000 or more","White","Female","16","Traveler accommodation","Managers, all other",572,"Ballot c",1219,1,3,1,2,1,3,1,3,1,3,0,1,2,1,1,0,0,1,"2018-572",0.16,0.5,0.26,0.68,26,"2018-26",0.1956324,0.6118095,0.1666667,2.166667,"Average"
"5120",5120,5120,"2018","Often","Very satisfied","Good","Somewhat true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","White","Male","20","Colleges and universities, including junior colleges","Postal service clerks",573,"Ballot b",4412,1,3,1,3,1,2,1,2,1,2,0,0,1,1,1,0,1,1,"2018-573",0.86,0.3275,0.53,0.2725,4,"2018-4",0.07550987,0.1330591,0.8,4.6,"Decline"
"5121",5121,5121,"2018","Sometimes","Very satisfied","Very good","Very true","Very true","Yes","Not too hard","Full-time","$25000 or more","Black","Male","12","Building material and supplies dealers","Driver/sales workers and truck drivers",574,"Ballot c",8332,0,2,1,3,1,3,1,3,1,3,1,1,2,1,1,1,1,0,"2018-574",0.4095,0.75,0.85,0.35,96,"2018-96",0.1429863,0.3324392,0,2,"Average"
"5122",5122,5122,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$1000 to 2999","Black","Female","14","Outpatient care centers","Receptionists and information clerks",575,"Ballot c",4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,"2018-575",0.96,0.71,0.49,0.59,92,"2018-92",0.1183382,0.2652338,0,2,"Average"
"5123",5123,5123,"2018","Sometimes","Very satisfied","Fair","Somewhat true","Somewhat true","No","Somewhat hard","Not applicable","$3000 to 3999","Black","Female","12","Used merchandise stores","Secretaries and administrative assistants",576,"Ballot a",3343,0,2,1,3,1,1,1,2,1,2,0,0,1,NA,0,1,0,0,"2018-576",0.68,0.33,0.43,0.09,120,"2018-120",0.1429863,0.3324392,0.5,3,"Slower than average"
"5124",5124,5124,"2018","Sometimes","Very satisfied","Very good","Very true","Very true","No","Not at all hard","Full-time","$15000 - 19999","Black","Male","14","Gasoline stations","Automotive and watercraft service attendants",578,"Ballot c",5245,0,2,1,3,1,3,1,3,1,3,0,1,3,1,0,1,1,0,"2018-578",0.4295,0.26,0.81,0.25,21,"2018-21",0.119966,0.2698492,0,2,"Average"
"5125",5125,5125,"2018","Sometimes","Somewhat satisfied","Very good","Not too true","Not at all true","No","Somewhat hard","Full-time","$25000 or more","Black","Female","15","Real estate","Secretaries and administrative assistants",579,"Ballot b",3343,0,2,1,2,1,3,0,1,0,0,0,0,1,1,1,1,0,0,"2018-579",0.68,0.33,0.43,0.09,32,"2018-32",0.6315719,15.98877,0.5,3,"Slower than average"
"5126",5126,5126,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Groceries and related products, merchant wholesalers","Accountants and auditors",580,"Ballot a",2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2018-580",0.9566667,0.29,0.1466667,0.7,102,"2018-102",0.2292037,0.6225331,0,2,"Average"
"5127",5127,5127,"2018","Often","Not too satisfied","Good","Somewhat true","Somewhat true","No","Not too hard","Full-time","$25000 or more","White","Female","20","Individual and family services","Therapists, all other",581,"Ballot b",2269,1,3,0,1,1,2,1,2,1,2,0,1,2,1,1,0,0,1,"2018-581",0.01158,0.235,0.215,0.4716667,128,"2018-128",0.06469476,0.1138274,0,0.5714286,"Faster than average"
"5128",5128,5128,"2018","Never","Somewhat satisfied","Good","Very true","Somewhat true","No","Not at all hard","Not applicable","Not applicable","White","Male","12","Offices of physicians","Secretaries and administrative assistants",582,"Ballot a",3343,0,0,1,2,1,2,1,3,1,2,0,1,3,NA,NA,0,1,0,"2018-582",0.68,0.33,0.43,0.09,69,"2018-69",0.08912959,0.1594349,0.5,3,"Slower than average"
"5129",5129,5129,"2018","Sometimes","Somewhat satisfied","Good","Very true","Very true","No","Not too hard","Full-time","$25000 or more","Other","Female","12","Machinery, equipment, and supplies, merchant wholesalers","Sales representatives,  wholesale and manufacturing",583,"Ballot c",3322,0,2,1,2,1,2,1,3,1,3,0,1,2,1,1,0,0,0,"2018-583",0.3916667,0.15,0.115,0.315,79,"2018-79",0.2292037,0.6225331,0.25,2.75,"Slower than average"
"5130",5130,5130,"2018","Always","Somewhat satisfied","Very good","Not too true","Not too true","No","Not too hard","Full-time","$20000 - 24999","White","Male","12"," restaurants and other food services","Cooks",584,"Ballot b",5120,1,4,1,2,1,3,0,1,0,1,0,1,2,1,0,0,1,0,"2018-584",0.732,0.67,0.09,0.26,25,"2018-25",0.09845488,0.2414978,0,1.666667,"Average"
"5131",5131,5131,"2018","Hardly ever","Somewhat satisfied","Good","Somewhat true","Not at all true","No","Not too hard","Part-time","$7000 to 7999","White","Female","12","Services to buildings and dwellings","Janitors and building cleaners",585,"Ballot c",9112,0,1,1,2,1,2,1,2,0,0,0,1,2,0,0,0,0,0,"2018-585",0.5733333,0.5366667,0.9166667,0.1866667,90,"2018-90",0.1956324,0.6118095,0.3333333,2.666667,"Slower than average"
"5132",5132,5132,"2018","Never","Very satisfied","Good","Very true","Very true","No","Not at all hard","Full-time","$10000 - 14999","Other","Female","7","Individual and family services","Nursing, psychiatric, and home health aides",586,"Ballot b",5321,0,0,1,3,1,2,1,3,1,3,0,1,3,1,0,0,0,0,"2018-586",0.47,0.3,0.57,0.26,128,"2018-128",0.06469476,0.1138274,0,0.5,"Much faster than average"
"5133",5133,5133,"2018","Sometimes","Very satisfied","Good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","Other","Male","17","Automotive repair and maintenance","Automotive body and related repairers",587,"Ballot b",7231,0,2,1,3,1,2,1,3,1,3,0,1,3,1,1,0,1,1,"2018-587",0.6453,0.376,0.684,0.48,44,"2018-44",0.119966,0.2698492,0.1,2.3,"Average"
"5134",5134,5134,"2018","Sometimes","Very satisfied","Good","Very true","Very true","Yes","Not at all hard","Full-time","$25000 or more","Black","Female","15","Independent artists, performing arts, spectator sports, and related industries","Agents and business managers of artists, performers,",588,"Ballot b",3339,0,2,1,3,1,2,1,3,1,3,1,1,3,1,1,1,0,0,"2018-588",0.2977143,0.225,0.19875,0.465,132,"2018-132",0.09520425,0.1985902,0.375,2.875,"Slower than average"
"5135",5135,5135,"2018","Often","Somewhat satisfied","Very good","Not at all true","Not too true","No","Somewhat hard","Full-time","$25000 or more","Black","Female","18","Banking and related activities","Credit counselors and loan officers",589,"Ballot a",3312,1,3,1,2,1,3,0,0,0,1,0,0,1,1,1,1,0,1,"2018-589",0.51,0.37,0.16,0.81,66,"2018-66",0.3742271,1.075169,0,1,"Faster than average"
"5136",5136,5136,"2018","Sometimes","Somewhat satisfied","Excellent","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","Black","Female","14","Hospitals","Nursing, psychiatric, and home health aides",590,"Ballot b",5321,0,2,1,2,1,4,1,2,1,2,0,1,3,1,1,1,0,0,"2018-590",0.47,0.3,0.57,0.26,14,"2018-14",0.1183382,0.2652338,0,0.5,"Much faster than average"
"5137",5137,5137,"2018","Hardly ever","Very satisfied","Good","Very true","Very true","No","Not at all hard","Not applicable","Not applicable","Other","Female","11"," restaurants and other food services","Models, demonstrators, and product promoters",591,"Ballot b",5242,0,1,1,3,1,2,1,3,1,3,0,1,3,NA,NA,0,0,0,"2018-591",0.51,0.05,0.18,0.02,25,"2018-25",0.09845488,0.2414978,0,2,"Average"
"5138",5138,5138,"2018","Hardly ever","Very satisfied","Excellent","Very true","Very true","No","Somewhat hard","Full-time","$20000 - 24999","Black","Male","16","Construction","Construction managers",592,"Ballot c",1323,0,1,1,3,1,4,1,3,1,3,0,0,1,1,0,1,1,1,"2018-592",0.17,0.5,0.26,0.68,18,"2018-18",0.09759137,0.2157667,0,1,"Faster than average"
"5139",5139,5139,"2018","Often","Somewhat satisfied","Good","Somewhat true","Not too true","No","Not too hard","Full-time","$25000 or more","Black","Female","13","Hospitals","Licensed practical and licensed vocational nurses",593,"Ballot b",3221,1,3,1,2,1,2,1,2,0,1,0,1,2,1,1,1,0,0,"2018-593",0.058,0.44,0.76,0.23,14,"2018-14",0.1183382,0.2652338,0,0,"Much faster than average"
"5140",5140,5140,"2018","Sometimes","Somewhat satisfied","Excellent","Very true","Very true","No","Not too hard","Part-time","$4000 to 4999","Black","Female","12","Other health care services","Janitors and building cleaners",594,"Ballot c",9112,0,2,1,2,1,4,1,3,1,3,0,1,2,0,0,1,0,0,"2018-594",0.5733333,0.5366667,0.9166667,0.1866667,58,"2018-58",0.08912959,0.1594349,0.3333333,2.666667,"Slower than average"
"5141",5141,5141,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Male","16","Petroleum refining","Geological and petroleum technicians",595,"Ballot b",3117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"2018-595",0.575,0.59,0.25,0.91,178,"2018-178",0.2108307,6.270472,0,2,"Average"
"5142",5142,5142,"2018","Hardly ever","Very satisfied","Excellent","Very true","Somewhat true","Yes","Not at all hard","Not applicable","Not applicable","White","Male","14","Petroleum refining","Miscellaneous plant and system operators",596,"Ballot b",3130,0,1,1,3,1,4,1,3,1,2,1,1,3,NA,NA,0,1,0,"2018-596",0.86,0.63,0.59,0.75,178,"2018-178",0.2108307,6.270472,0,4,"Little or no change"
"5143",5143,5143,"2018","Sometimes","Very satisfied","Very good","Very true","Somewhat true","No","Very hard","Full-time","$25000 or more","Other","Male","12","Architectural, engineering, and related services","Helpers, construction trades",597,"Ballot a",9313,0,2,1,3,1,3,1,3,1,2,0,0,0,1,1,0,1,0,"2018-597",0.8,0.68,0.88,0.48,108,"2018-108",0.1201161,0.2591254,0,0.5,"Much faster than average"
"5144",5144,5144,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$25000 or more","White","Female","16","Computer systems design and related services","Computer systems analysts",598,"Ballot c",2511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,"2018-598",0.01075,0.7,0.32,0.83,24,"2018-24",0.06224395,0.1085757,0,0.5,"Much faster than average"
"5145",5145,5145,"2018","Often","Not too satisfied","Very good","Somewhat true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","Black","Female","19","Elementary and secondary schools","Emergency management directors",599,"Ballot b",1112,1,3,0,1,1,3,1,2,1,2,0,0,1,1,1,1,0,1,"2018-599",0.0875,0.4,0.175,0.48,6,"2018-6",0.07550987,0.1330591,0.3333333,2.666667,"Slower than average"
"5146",5146,5146,"2018","Hardly ever","Very satisfied","Good","Very true","Not too true","No","Very hard","Full-time","$5000 to 5999","Other","Male","12","Not specified metal industries","Welding, soldering, and brazing workers",600,"Ballot b",7212,0,1,1,3,1,2,1,3,0,1,0,0,0,1,0,0,1,0,"2018-600",0.775,0.61,0.82,0.3,230,"2018-230",0.06464573,0.4726142,0.5,4,"Little or no change"
"5147",5147,5147,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","Not applicable","White","Female","11","Drinking places, alcoholic beverages","Waiters and waitresses",601,"Ballot a",5131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,"2018-601",0.9,0.115,0.615,0.07,197,"2018-197",0.09845488,0.2414978,0,1,"Faster than average"
"5148",5148,5148,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","14","Justice, public order, and safety activities","Police and sheriff's patrol officers",602,"Ballot b",5412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2018-602",0.2241333,0.63,0.38,0.77,42,"2018-42",0.2203196,0.3689286,0,2,"Average"
"5149",5149,5149,"2018","Often","Very satisfied","Good","Very true","Very true","No","Somewhat hard","Full-time","$25000 or more","White","Male","13","Wired telecommunications carriers","Computer support specialists",603,"Ballot b",3512,1,3,1,3,1,2,1,3,1,3,0,0,1,1,1,0,1,0,"2018-603",0.65,0.84,0.61,0.68,8,"2018-8",0.3392534,2.416546,0,0,"Much faster than average"
