"","url","title","authors","paper_number","issued","nber_programs","year","abstract","pdflink","idx","firstauthor"
"707","https://www.nber.org/papers/w24098","Stock Price Crashes: Role of Slow-Moving Capital","Mila Getmansky, Ravi Jagannathan, Loriana Pelizzon, Ernst Schaumburg, Darya Yuferova","24098","Issued in December 2017, Revised in July 2018","NBER Program(s):Asset Pricing","2017","
We study the role of various trader types in providing liquidity in spot and futures markets based on complete order-book and transactions data as well as cross-market trader identifiers from the National Stock Exchange of India for a single large stock. During normal times, short-term traders who carry little inventory overnight are the primary intermediaries in both spot and futures markets, and changes in futures prices Granger-cause changes in spot prices. However, during two days of fast crashes, Granger-causality ran both ways. Both crashes were due to large-scale selling by foreign institutional investors in the spot market. Buying by short-term traders and cross-market traders was insufficient to stop the crashes. Mutual funds, patient traders with better trade-execution quality who were initially slow to move in, eventually bought sufficient quantities leading to price recovery in both markets. Our findings suggest that market stability requires the presence of well-capitalized standby liquidity providers.
","https://www.nber.org/papers/w24098.pdf",707,"Mila Getmansky"
"708","https://www.nber.org/papers/w13106","Inequality and Institutions in 20th Century America","Frank Levy, Peter Temin","13106","Issued in May 2007","NBER Program(s):Development of the American Economy, Labor Studies, Political Economy","2007","
We provide a comprehensive view of widening income inequality in the United States contrasting conditions since 1980 with those in earlier postwar years. We argue that the income distribution in each period was strongly shaped by a set of economic institutions.  The early postwar years were dominated by unions, a negotiating framework set in the Treaty of Detroit, progressive taxes, and a high minimum wage -- all parts of a general government effort to broadly distribute the gains from growth. More recent years have been characterized by reversals in all these dimensions in an institutional pattern known as the Washington Consensus.  Other explanations for income disparities including skill-biased technical change and international trade are seen as factors operating within this broader institutional story.
","https://www.nber.org/papers/w13106.pdf",708,"Frank Levy"
"709","https://www.nber.org/papers/w24141","The Importance of Education and Skill Development for Economic Growth in the Information Era","Charles R. Hulten","24141","Issued in December 2017","NBER Program(s):Economics of Education, Labor Studies, Productivity, Innovation, and Entrepreneurship","2017","
The neoclassical growth accounting model used by the BLS to sort out the contributions of the various sources of growth in the U.S. economy accords a relatively small role to education.  This result seems at variance with the revolution in information technology and the emergence of the “knowledge economy”, or with the increase in educational attainment and the growth in the wage premium for higher education.  This paper revisits this result using “old fashioned” activity analysis, rather than the neoclassical production function, as the technology underlying economic growth.  An important feature of this activity-based technology is that labor and capital are strong complements, and both inputs are therefore necessary for the operation of an activity.  The composition of the activities in operation at any point in time is thus a strong determinant of the demand for labor skills, and changes in the composition driven by technical innovation are a source of the increase in the demand for more complex skills documented in the literature.  A key result of this paper is that the empirical sources-of-growth results reported by BLS could equally have been generated by the activity-analysis model.  This allows the BLS results to be interpreted in a very different way, one that assigns a greater importance to labor skills and education.
","https://www.nber.org/papers/w24141.pdf",709,"Charles R. Hulten"
"710","https://www.nber.org/papers/w22241","The Division of Labor in Teams: A Conceptual Framework and Application to Collaborations in Science","Carolin Haeussler, Henry Sauermann","22241","Issued in May 2016","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2016","
Even though teams have become the dominant mode of knowledge production, little is known regarding how they divide work among their members. Conceptualizing knowledge production as a process involving a number of functional activities, we first develop a conceptual framework to study the division of labor in teams. This framework highlights three complementary perspectives: (1) individual level (the degree to which team members specialize vs. work as generalists), (2) activity level (the degree to which activities are concentrated among few team members vs. distributed among many) and (3) the intersection between the two (e.g., which activities are performed jointly by the same individual). We then employ this framework to explore team-based knowledge production using a newly available type of data – the disclosures of author contributions on scientific papers. Using data from over 12,000 articles, we provide unique descriptive insights into patterns of division of labor, demonstrating the value of the three complementary perspectives. We also apply the framework to uncover differences in the division of labor in teams of different size, working in novel vs. established fields, and on single vs. interdisciplinary projects. Finally, we show how division of labor is related to the quality of teams’ research output. We discuss opportunities for extending and applying our framework as well as implications for scientists and policy makers.
","https://www.nber.org/papers/w22241.pdf",710,"Carolin Haeussler"
"711","https://www.nber.org/papers/w21163","Can helping the sick hurt the able? Incentives, information and disruption in a disability-related welfare reform","Nitika Bagaria, Barbara Petrongolo, John Van Reenen","21163","Issued in May 2015","NBER Program(s):Labor Studies","2015","
Disability rolls have escalated in developed nations over the last 40 years. The UK, however, stands out because the numbers on these benefits stopped rising when a welfare reform was introduced that integrated disability benefits with unemployment insurance (UI). This policy reform improved job information and sharpened bureaucratic incentives to find jobs for the disabled (relative to those on UI). We exploit the fact that policy was rolled-out quasi-randomly across geographical areas. In the long-run the policy improved the outflows from disability benefits by 6% and had an (insignificant) 1% increase in unemployment outflows. This is consistent with a model where information helps both groups, but bureaucrats were given incentives to shift effort towards helping the disabled find jobs and away from helping the unemployed. Interestingly, in the short-run the policy had a negative impact for both groups, suggesting important disruption effects. We estimate that it takes about six years for the estimated benefits of the reform to exceed its costs, which is beyond the time horizon of most policy-makers.
","https://www.nber.org/papers/w21163.pdf",711,"Nitika Bagaria"
"712","https://www.nber.org/papers/w21072","How Increasing Medical Access to Opioids Contributes to the Opioid Epidemic: Evidence from Medicare Part D","David Powell, Rosalie Liccardo Pacula, Erin Taylor","21072","Issued in April 2015, Revised in September 2016","NBER Program(s):Health Care, Health Economics","2015","
Drug overdoses involving opioid analgesics have increased dramatically since 1999, representing one of the United States’ top public health crises. Opioids have legitimate medical functions, but improving access may increase abuse rates even among those not prescribed the drugs given that opioids are frequently diverted to nonmedical use. We have little evidence about the causal relationship between increased medical access to opioids and spillovers resulting in abuse. We use the introduction of the Medicare Prescription Drug Benefit Program (Part D) as a large and differential shock to the geographic supply of opioids. We compare growth in opioid supply and abuse rates in states with large 65+ population shares to states with smaller elderly population shares with a focus on abuse among the Medicare-ineligible population. Part D increased opioid utilization for the 65+ population, and we show that this increase in utilization led to significant growth in the overall supply of opioids in high elderly share states relative to low elderly share states. This relative expansion in opioid supply resulted in an escalation in opioid-related substance abuse treatment admissions and opioid-related mortality among the Medicare-ineligible population, implying meaningful spillovers to individuals who did not experience any change in prescription drug benefits. The evidence suggests that increased opioid supply is associated with economically-important levels of diversion for nonmedical purposes. Our estimates imply that a 10% increase in medical opioid distribution leads to a 7.4% increase in opioid-related deaths and a 14.1% increase in substance abuse treatment admission rates for the Medicare-ineligible population.
","https://www.nber.org/papers/w21072.pdf",712,"David Powell"
"713","https://www.nber.org/papers/w21838","Endogenous Volatility at the Zero Lower Bound: Implications for Stabilization Policy","Susanto Basu, Brent Bundick","21838","Issued in December 2015","NBER Program(s):Economic Fluctuations and Growth, Monetary Economics","2015","
At the zero lower bound, the central bank's inability to offset shocks endogenously generates volatility. In this setting, an increase in uncertainty about future shocks causes significant contractions in the economy and may lead to non-existence of an equilibrium. The form of the monetary policy rule is crucial for avoiding catastrophic outcomes. State-contingent optimal monetary and fiscal policies can attenuate this endogenous volatility by stabilizing the distribution of future outcomes. Fluctuations in uncertainty and the zero lower bound help our model match the unconditional and stochastic volatility in the recent macroeconomic data.
","https://www.nber.org/papers/w21838.pdf",713,"Susanto Basu"
"714","https://www.nber.org/papers/w22873","Does Health IT Adoption Lead to Better Information or Worse Incentives?","Gautam Gowrisankaran, Keith A. Joiner, Jianjing Lin","22873","Issued in December 2016","NBER Program(s):Health Care, Industrial Organization","2016","
We evaluate whether hospital adoption of electronic medical records (EMRs) leads to increases in billing where financial gains are large or where hassle costs of complete coding are low. The 2007 Medicare payment reform varied both financial incentives and hassle costs of coding. We find no significant impact of financial incentives on billing levels, inconsistent with bill inflation. However, the reform led to increases in reported severity for medical relative to surgical patients at EMR hospitals, consistent with EMRs decreasing coding costs for medical patients. Greater post-reform completeness of coding with EMRs may increase Medicare costs by $689.6 million annually.
","https://www.nber.org/papers/w22873.pdf",714,"Gautam Gowrisankaran"
"715","https://www.nber.org/papers/w5107","Technological Change and the Skill Acquisition of Young Workers","Ann P. Bartel, Nachum Sicherman","51072243","Issued in May 1995","NBER Program(s):Labor Studies","1995","
Using the National Longitudinal Survey of Youth (NLSY) and six proxies for industry rates of technological change, we study the impact of technological change on skill accumulation among young male workers in the manufacturing sector during the time period 1987 through 1992.  Production workers in manufacturing industries with higher rates of technological change are more likely to receive formal company training, but not other types of training.  An important finding is that, while more educated workers are more likely to receive formal company training, the training gap between the highly educated and the less educated narrows, on average, as the rate of technological change increases.  The positive effect of technological change on hours of training is due largely to an increase in the incidence of training, not in the number of hours per training spell.
","https://www.nber.org/papers/w5107.pdf",715,"Ann P. Bartel"
"716","https://www.nber.org/papers/w24784","Redistributing the Gains From Trade Through Progressive Taxation","Spencer G. Lyon, Michael E. Waugh","24784","Issued in June 2018","NBER Program(s):Economic Fluctuations and Growth, International Trade and Investment, Public Economics","2018","
Should a nation's tax system become more progressive as it opens to trade? Does opening to trade change the benefits of a progressive tax system? We answer these question within a standard incomplete markets model with frictional labor markets and Ricardian trade. Consistent with empirical evidence, adverse shocks to comparative advantage lead to labor income losses for import-competition-exposed workers; with incomplete markets, these workers are imperfectly insured and experience welfare losses. A progressive tax system is valuable, as it substitutes for imperfect insurance and redistributes the gains from trade. However, it also reduces the incentives for labor to reallocate away from comparatively disadvantaged locations. We find that optimal progressivity should increase with openness to trade with a ten percentage point increase in openness necessitating a five percentage point increase in marginal tax rates for those at the top of the income distribution.
","https://www.nber.org/papers/w24784.pdf",716,"Spencer G. Lyon"
"717","https://www.nber.org/papers/w5333","The Effects of Human Resource Management Practices on Productivity","Casey Ichniowski, Kathryn Shaw, Giovanna Prennushi","5333","Issued in November 1995","NBER Program(s):Labor Studies, Productivity, Innovation, and Entrepreneurship","1995","
Increasingly, firms are considering the adoption of new work practices, such as problem-solving teams, enhanced communication with workers, employment security, flexibility in job assignments, training workers for multiple jobs, and greater reliance on incentive pay. This paper provides empirical evidence to address the question: do these human resource management practices improve worker productivity? For this study, we constructed our own data base through personal site visits to 26 steel plants which contained one specific steelmaking process, and collected longitudinal data with precise measures on productivity, work practices, and the technology in these production lines.  The empirical results consistently support the following conclusion: the adoption of a coherent system of these new work practices, including work teams, flexible job assignments, employment security, training in multiple jobs, and extensive reliance on incentive pay, produces substantially higher levels of productivity than do more 'traditional' approaches involving narrow job definitions, strict work rules, and hourly pay with close supervision. In contrast, adopting individual work practice innovations in isolation has no effect on productivity.  We interpret this evidence as support for recent theoretical models which stress the importance of complementarities among a firm's work practices.
","https://www.nber.org/papers/w5333.pdf",717,"Casey Ichniowski"
"718","https://www.nber.org/papers/w24475","How the Reformulation of OxyContin Ignited the Heroin Epidemic","William N. Evans, Ethan Lieber, Patrick Power","24475","Issued in April 2018","NBER Program(s):Health Care, Health Economics","2018","
We attribute the recent quadrupling of heroin death rates to the August, 2010 reformulation of an oft-abused prescription opioid, OxyContin. The new abuse-deterrent formulation led many consumers to substitute to an inexpensive alternative, heroin. Using structural break techniques and variation in substitution risk, we find that opioid consumption stops rising in August, 2010, heroin deaths begin climbing the following month, and growth in heroin deaths was greater in areas with greater pre-reformulation access to heroin and opioids. The reformulation did not generate a reduction in combined heroin and opioid mortality—each prevented opioid death was replaced with a heroin death.
","https://www.nber.org/papers/w24475.pdf",718,"William N. Evans"
"719","https://www.nber.org/papers/w7742","Examining the Incidence of Downsizing and Its Effect on Establishment Performance","Peter Cappelli","7742","Issued in June 2000","NBER Program(s):Labor Studies","2000","
The interest in examining job security and job stability has been driven in part by the phenomenon of downsizing.  The distinctiveness of downsizing, as opposed to more traditional layoffs, is that the job cuts do not necessarily appear to be driven by shortfalls in demand but instead appear to be driven by the search for operating efficiencies.  Despite the interest in downsizing, there has been essentially no serious investigation into its causes.  I distinguish downsizing from job cuts associated with shortfalls in demand and find that employment and management practices over which employers have control, such as severance pay and profit sharing, are important predictors of subsequent downsizing and more general job losses. Surprisingly, excess operating capacity is not necessarily related to more general job losses at the establishment level.  I also examine the relationship between both job losses associated with shortfalls in demand and downsizing and subsequent financial performance.  The results suggest, among other things, that downsizing reduces labor costs per employee but also sales per employee.  Job cuts associated with excess capacity appear to be somewhat more successful at improving sales per employee than is downsizing.
","https://www.nber.org/papers/w7742.pdf",719,"Peter Cappelli"
"720","https://www.nber.org/papers/w13138","Labor Unrest and the Quality of Production: Evidence from the Construction Equipment Resale Market","Alexandre Mas","13138","Issued in May 2007","NBER Program(s):Labor Studies","2007","
This paper examines the construction equipment resale market to assess whether equipment produced by the world's largest manufacturer of construction machinery, Caterpillar, experienced lower product quality in facilities that underwent contract disputes during the 1990's.  Analysis of auction data reveals that resale market participants significantly discounted machines produced in these dispute-affected facilities.  Additionally, pieces of equipment produced in facilities undergoing unrest were resold more often, received worse appraisal reports, and had lower list prices.  Taken together, the evidence supports the hypothesis that workmanship at dispute-affected facilities declined, and that the resulting impact on the economic quality of the equipment produced was significant.  The dispute was associated with at least $400 million in lost service flows due to inferior quality equipment alone.
","https://www.nber.org/papers/w13138.pdf",720,"Alexandre Mas"
"721","https://www.nber.org/papers/w21801","The Labor Market Effects of a Refugee Wave: Applying the Synthetic Control Method to the Mariel Boatlift","Giovanni Peri, Vasil Yasenov","21801","Issued in December 2015, Revised in June 2017","NBER Program(s):International Trade and Investment, Labor Studies","2015","
We apply the Synthetic Control Method to re-examine the labor market effects of the Mariel Boatlift, first studied by David Card (1990). This method improves on previous studies by choosing a control group of cities that best matches Miami’s labor market trends pre-Boatlift and providing more reliable inference. Using a sample of non-Cuban high-school dropouts we find no significant difference in the wages of workers in Miami relative to its control after 1980. We also show that by focusing on small sub-samples and matching the control group on a short pre-1979 series, as done in Borjas (2017), one can find large wage differences between Miami and control because of large measurement error.
","https://www.nber.org/papers/w21801.pdf",721,"Giovanni Peri"
"722","https://www.nber.org/papers/w10613","The Evolution of Concentrated Ownership in India Broad patterns and a History of the Indian Software Industry","Tarun Khann, Krishna Palepu","10613","Issued in July 2004","NBER Program(s):Corporate Finance, Industrial Organization","2004","
As in many countries (Canada, France, Germany, Japan, Italy, Sweden), concentrated ownership is a ubiquitous feature of the Indian private sector over the past seven decades. Yet, unlike in most countries, the identity of the primary families responsible for the concentrated ownership changes dramatically over time, perhaps even more than it does in the U.S. during the same time period. It does not appear that concentrated ownership in India is entirely associated with the ills that the literature has recently ascribed to concentrated ownership in emerging markets. If the concentrated owners are not exclusively, or even primarily, engaged in rent-seeking and entry-deterring behavior, concentrated ownership may not be inimical to competition. Indeed, as a response to competition, we argue that at least some Indian families    the concentrated owners in question    have consistently tried to use their business group structures to launch new ventures. In the process they have either failed hence the turnover in identity    or reinvented themselves. Thus concentrated ownership is a result, rather than a cause, of inefficiencies in capital markets. Even in the low capital-intensity, relatively unregulated setting of the Indian software industry, we find that concentrated ownership persists in a privately successful and socially useful way. Since this setting is the least hospitable to the existence of concentrated ownership, we interpret our findings as a lower bound on the persistence of concentrated ownership in the economy at large.
","https://www.nber.org/papers/w10613.pdf",722,"Tarun Khann"
"723","https://www.nber.org/papers/w25570","The Efficiency and Distributional Effects of Alternative Residential Electricity Rate Designs","Scott P. Burger, Christopher R. Knittel, Ignacio J. Pérez-Arriaga, Ian Schneider, Frederik vom Scheidt","25570","Issued in February 2019","NBER Program(s):Environment and Energy Economics, Public Economics","2019","
Electricity tariffs typically charge residential users a volumetric rate that covers the bulk of energy, transmission, and distribution costs. The resulting prices, charged per unit of electricity consumed, do not reflect marginal costs and vary little across time and space. The emergence of distributed energy resources—such as solar photovoltaics and energy storage—has sparked interest among regulators and utilities in reforming electricity tariffs to enable more efficient utilization of these resources. The economic pressure to redesign electricity rates is countered by concerns of how more efficient rate structures might impact different socioeconomic groups. We analyze the bill impacts of alternative rate plans using interval metering data for more than 100,000 customers in the Chicago, Illinois area. We combine these data with granular Census data to assess the incidence of bill changes across different socioeconomic groups. We find that low-income customers would face bill increases on average in a transition to more economically efficient electricity tariffs. However, we demonstrate that simple changes to fixed charges in two-part tariffs can mitigate these disparities while preserving all, or the vast majority, of the efficiency gains. These designs rely exclusively on observable information and could be replicated by utilities in many geographies across the U.S.
","https://www.nber.org/papers/w25570.pdf",723,"Scott P. Burger"
"724","https://www.nber.org/papers/w21074","How Fast are Semiconductor Prices Falling?","David M. Byrne, Stephen D. Oliner, Daniel E. Sichel","21074","Issued in April 2015","NBER Program(s):Development of the American Economy, Economic Fluctuations and Growth, Industrial Organization, Productivity, Innovation, and Entrepreneurship","2015","
The Producer Price Index (PPI) for the United States suggests that semiconductor prices have barely been falling in recent years, a dramatic contrast from the rapid declines reported from the mid-1980s to the early 2000s.  This slowdown in the rate of decline is puzzling in light of evidence that the performance of microprocessor units (MPUs) has continued to improve at a rapid pace.  Roughly coincident with the shift to slower price declines in the PPI, Intel — the leading producer of MPUs — substantially changed its pricing behavior for these chips.  As a result of this change, we argue that the matched-model methodology used in the PPI for MPUs likely started to be biased in the mid-2000s and that hedonic indexes can provide a more accurate measure of price change since then.  Our preferred hedonic index of MPU prices tracks the PPI closely through 2004.  However, from 2004 to 2008, our preferred index fell faster than the PPI, and from 2008 to 2013 the gap widened further, with our preferred index falling at an average annual rate of 43 percent, while the PPI declined at only an 8 percent rate.  Given that MPUs currently represent about half of U.S. shipments of semiconductors, this difference has important implications for gauging the rate of innovation in the semiconductor sector.
","https://www.nber.org/papers/w21074.pdf",724,"David M. Byrne"
"725","https://www.nber.org/papers/w25694","The Relationship Dilemma: Organizational Culture and the Adoption of Credit Scoring Technology in Indian Banking","Prachi Mishra, Nagpurnanand R. Prabhala, Raghuram G. Rajan","25694","Issued in March 2019","NBER Program(s):Corporate Finance, Development Economics, Industrial Organization","2019","
Credit scoring was introduced in India in 2007. We study the pace of its adoption by new private banks (NPBs) and state-owned or public sector banks (PSBs). NPBs adopt scoring quickly for all borrowers. PSBs adopt scoring quickly for new borrowers but not for existing borrowers. Instrumental Variable (IV) estimates and counterfactuals using scores available to but not used by PSBs indicate that universal adoption would reduce loan delinquencies significantly. Evidence from old private banks suggests that neither bank size nor government ownership fully explains adoption patterns. Organizational culture, possibly from formative experiences in sheltered markets, explains the patterns of technology adoption.
","https://www.nber.org/papers/w25694.pdf",725,"Prachi Mishra"
"726","https://www.nber.org/papers/w24285","Shift-Share Instruments and the Impact of Immigration","David A. Jaeger, Joakim Ruist, Jan Stuhler","24285","Issued in February 2018","NBER Program(s):Labor Studies","2018","
A large literature exploits geographic variation in the concentration of immigrants to identify their impact on a variety of outcomes. To address the endogeneity of immigrants' location choices, the most commonly-used instrument interacts national inflows by country of origin with immigrants' past geographic distribution. We present evidence that estimates based on this ""shift-share"" instrument conflate the short- and long-run responses to immigration shocks. If the spatial distribution of immigrant inflows is stable over time, the instrument is likely to be correlated with ongoing responses to previous supply shocks. Estimates based on the conventional shift-share instrument are therefore unlikely to identify the short-run causal effect. We propose a ""multiple instrumentation"" procedure that isolates the spatial variation arising from changes in the country-of-origin composition at the national level and permits us to estimate separately the short- and long-run effects. Our results are a cautionary tale for a large body of empirical work, not just on immigration, that rely on shift-share instruments for causal inference.
","https://www.nber.org/papers/w24285.pdf",726,"David A. Jaeger"
"727","https://www.nber.org/papers/w22551","How Rigged Are Stock Markets?: Evidence From Microsecond Timestamps","Robert P. Bartlett, III, Justin McCrary","22551","Issued in August 2016","NBER Program(s):Asset Pricing, Corporate Finance, , Law and Economics","2016","
We use new timestamp data from the two Securities Information Processors (SIPs) to examine SIP reporting latencies for quote and trade reports. Reporting latencies average 1.13 milliseconds for quotes and 22.84 milliseconds for trades. Despite these latencies, liquidity-taking orders gain on average $0.0002 per share when priced at the SIP-reported national best bid or offer (NBBO) rather than the NBBO calculated using exchanges’ direct data feeds. Trading surrounding SIP-priced trades shows little evidence that fast traders initiate these liquidity-taking orders to pick-off stale quotes. These findings contradict claims that fast traders systematically exploit traders who transact at the SIP NBBO.
","https://www.nber.org/papers/w22551.pdf",727,"Robert P. Bartlett"
"728","https://www.nber.org/papers/w24950","Measuring the Gig Economy: Current Knowledge and Open Issues","Katharine G. Abraham, John C. Haltiwanger, Kristin Sandusky, James R. Spletzer","24950","Issued in August 2018","NBER Program(s):Labor Studies","2018","
The rise of the “gig economy” has attracted wide attention from both scholars and the popular media.  Much of this attention has been devoted to jobs mediated through various online platforms.  While non-traditional work arrangements have been a perennial subject of debate and study, the perception that new technology is producing an accelerated pace of change in the organization of work has fueled a resurgence of interest in how such changes may be affecting both workers and firms. This paper provides a typology of work arrangements and reviews how different arrangements, and especially gig activity, are captured in existing data. A challenge for understanding recent trends is that household survey and administrative data paint a different picture, with the former showing little evidence of the growth in self-employment that would be implied by a surge in gig activity and the latter providing evidence of considerable recent growth.  An examination of matched individual-level survey and administrative records shows that a large and growing fraction of those with self-employment activity in administrative data have no such activity recorded in household survey data. The share of those with self-employment activity in household survey data but not administrative data is smaller and has not grown. Promising avenues for improving the measurement of self-employment activity include the addition of more probing questions to household survey questionnaires and the development of integrated data sets that combine survey, administrative and, potentially, private data.
","https://www.nber.org/papers/w24950.pdf",728,"Katharine G. Abraham"
"729","https://www.nber.org/papers/w24188","Deaths of Despair or Drug Problems?","Christopher J. Ruhm","24188","Issued in January 2018","NBER Program(s):Health Care, Health Economics, Public Economics","2018","
The United States is in the midst of a fatal drug epidemic. This study uses data from the Multiple Cause of Death Files to examine the extent to which increases in county-level drug mortality rates from 1999-2015 are due to “deaths of despair”, measured here by deterioration in medium-run economic conditions, or if they instead are more likely to reflect changes in the “drug environment” in ways that present differential risks to population subgroups. A primary finding is that counties experiencing relative economic decline did experience higher growth in drug mortality than those with more robust growth, but the relationship is weak and mostly explained by confounding factors. In the preferred estimates, changes in economic conditions account for less than one-tenth of the rise in drug and opioid-involved mortality rates. The contribution of economic factors is even less when accounting for plausible selection on unobservables, with even a small amount of remaining confounding factors being sufficient to entirely eliminate the relationship. These results suggest that the “deaths of despair” framing, while provocative, is unlikely to explain the main sources of the fatal drug epidemic and that efforts to improve economic conditions in distressed locations, while desirable for other reasons, are not likely to yield significant reductions in drug mortality. Conversely, the risk of drug deaths varies systematically over time across population subgroups in ways that are consistent with an important role for the public health environment related to the availability and cost of drugs. Put succinctly, the fatal overdose epidemic is likely to primarily reflect drug problems rather than deaths of despair.
","https://www.nber.org/papers/w24188.pdf",729,"Christopher J. Ruhm"
"730","https://www.nber.org/papers/w21659","Employment and Training Programs","Burt S. Barnow, Jeffrey Smith","21659","Issued in October 2015","NBER Program(s):Labor Studies, Public Economics","2015","
This chapter considers means-tested employment and training programs in the United States. We focus in particular on large, means-tested federal programs, including the Job Training Partnership Act (JTPA), its successor the Workforce Investment Act (WIA), that program’s recent replacement, the Workforce Innovation and Opportunity Act (WIOA), the long-running Job Corps program, and the Trade Adjustment Assistance (TAA) program. The first part of the chapter provides details on program history, organization, expenditures, eligibility rules, services, and participant characteristics. In the second part of the chapter, we discuss the applied econometric methods typically used to evaluate these programs, which in the United States means primarily social experiments and methods such as matching that rely on an assumption of “selection on observed variables.” The third part of the chapter reviews the literature evaluating these programs, highlighting both methodological and substantive lessons learned as well as open questions. The fourth part of the chapter considers what lessons the evaluation literature provides on program operation, especially how to best allocate particular services to particular participants. The final section concludes with the big picture lessons from this literature and discussion of promising directions for future research.
","https://www.nber.org/papers/w21659.pdf",730,"Burt S. Barnow"
"731","https://www.nber.org/papers/w24648","Market-making with Search and Information Frictions","Benjamin Lester, Ali Shourideh, Venky Venkateswaran, Ariel Zetlin-Jones","24648","Issued in May 2018","NBER Program(s):Asset Pricing, International Finance and Macroeconomics","2018","
We develop a dynamic model of trading through market-makers that incorporates two canonical sources of illiquidity: trading (or search) frictions, which imply that market-makers have some amount of market power; and information frictions, which imply that market-makers face some degree of adverse selection. We use this model to study the effects of various technological innovations and regulatory initiatives that have reduced trading frictions in over-the-counter markets. Our main result is that reducing trading frictions can lead to less liquidity, as measured by bid-ask spreads. The key insight is that more frequent trading—or more competition among dealers—makes traders’  behavior less dependent on asset quality. As a result, dealers learn about asset quality more slowly and set wider bid-ask spreads to compensate for this increase in uncertainty.
","https://www.nber.org/papers/w24648.pdf",731,"Benjamin Lester"
"732","https://www.nber.org/papers/w25893","The Changing Structure of American Innovation: Some Cautionary Remarks for Economic Growth","Ashish Arora, Sharon Belenzon, Andrea Patacconi, Jungkyu Suh","25893","Issued in May 2019","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2019","
A defining feature of modern economic growth is the systematic application of science to advance technology. However, despite sustained progress in scientific knowledge, recent productivity growth in the U.S. has been disappointing. We review major changes in the American innovation ecosystem over the past century. The past three decades have been marked by a growing division of labor between universities focusing on research and large corporations focusing on development. Knowledge produced by universities is not often in a form that can be readily digested and turned into new goods and services. Small firms and university technology transfer offices cannot fully substitute for corporate research, which had integrated multiple disciplines at the scale required to solve significant technical problems. Therefore, whereas the division of innovative labor may have raised the volume of science by universities, it has also slowed, at least for a period of time, the transformation of that knowledge into novel products and processes.
","https://www.nber.org/papers/w25893.pdf",732,"Ashish Arora"
"733","https://www.nber.org/papers/w8337","The Skill Content of Recent Technological Change: An Empirical Exploration","David H. Autor, Frank Levy, Richard J. Murnane","8337","Issued in June 2001","NBER Program(s):Labor Studies, Productivity, Innovation, and Entrepreneurship","2001","
We apply an understanding of what computers do -- the execution of procedural or rules-based logic -- to study how computer technology alters job skill demands. We contend that computer capital (1) substitutes for a limited and well-defined set of human activities, those involving routine (repetitive) cognitive and manual tasks; and (2) complements activities involving non-routine problem solving and interactive tasks. Provided these tasks are imperfect substitutes, our model implies measurable changes in the task content of employment, which we explore using representative data on job task requirements over 1960 -- 1998. Computerization is associated with declining relative industry demand for routine manual and cognitive tasks and increased relative demand for non-routine cognitive tasks. Shifts are evident within detailed industries, within detailed occupations, and within education groups within industries. Translating observed task shifts into educational demands, the sum of within-industry and within-occupation task changes explains thirty to forty percent of the observed relative demand shift favoring college versus non-college labor during 1970 to 1998, with the largest impact felt after 1980. Changes in task content within nominally identical occupations explain more than half of the overall demand shift induced by computerization.
","https://www.nber.org/papers/w8337.pdf",733,"David H. Autor"
"734","https://www.nber.org/papers/w24553","Measuring Moore's Law: Evidence from Price, Cost, and Quality Indexes","Kenneth Flamm","24553","Issued in April 2018","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2018","
“Moore’s Law” in the semiconductor manufacturing industry is used to describe the predictable historical evolution of a single manufacturing technology platform that has been continuously reducing the costs of fabricating electronic circuits since the mid-1960s. Some features of its future evolution were first correctly predicted by Gordon E. Moore in 1965, and Moore’s Law became an industry synonym for continuous, periodic reduction in both size and cost for electronic circuit elements. This paper develops develops some stylized economic facts, reviewing why and how this progression in manufacturing technology delivered a 20 to 30 percent annual decline in the cost of manufacturing a transistor, on average, as long as it continued. Other characteristics associated with smaller feature sizes would be expected to have additional economic value, and historical trends for these characteristics are reviewed. Lower manufacturing costs alone pose no special challenges for price and innovation measurement, but these other benefits do, and motivate quality adjustment methods when semiconductor product prices are measured. Empirical evidence of recent changes to the historical Moore’s Law trajectory is analyzed, and shows a slowdown in Moore’s Law as measured by prices for the highest volume products: memory chips, custom chip designs outsourced to dedicated contract manufacturers (foundries), and Intel microprocessors. Evidence to the contrary, which relates primarily to Intel microprocessors is reviewed, as are economic reasons why Intel microprocessor prices might behave differently from prices for other types of semiconductor chips. A computer architecture textbook model of how chip characteristics affect microprocessor performance is specified and tested in a structural econometric model of microprocessor computing performance. This simple econometric model, using only a small set of explanatory chip characteristics, explains 99% of variance across processor models in performance on commonly used performance benchmarks. This small set of characteristics should clearly be included in any hedonic model of computer or processor prices. Most of these chip characteristics also affect chip production cost, and therefore have an additional rationale for inclusion in a hedonic model that is separate from their demand-side effects on computer performance metrics relevant to users.
","https://www.nber.org/papers/w24553.pdf",734,"Kenneth Flamm"
