year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2018,Hardly ever,Not too satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,Black,Female,16,"Soap, cleaning compound, and cosmetics manufacturing",Chemical technicians,280,Ballot b
2018,Often,Not too satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,12,Computer systems design and related services,Human resources managers,281,Ballot a
2018,Hardly ever,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,13,Furniture and home furnishings stores,Retail salespersons,282,Ballot c
2018,Sometimes,Somewhat satisfied,Very good,Very true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Male,14,Construction,Janitors and building cleaners,283,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,12,Construction,Civil engineers,284,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Non-depository credit and related activities,Chief executives,285,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Insurance carriers and related activities,Medical transcriptionists,286,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,18,Computer systems design and related services,Marketing and sales managers,287,Ballot c
2018,Sometimes,Somewhat satisfied,Good,Very true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Female,15,"Machinery manufacturing, n.e.c.    ",First-line supervisors of office and administrative support workers,288,Ballot a
2018,Never,Very satisfied,Good,Very true,Very true,No,Dont know,Full-time,Not applicable,White,Female,12,"Rubber product, except tire, manufacturing",Miscellaneous assemblers and fabricators,289,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Insurance carriers and related activities,Secretaries and administrative assistants,290,Ballot a
2018,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,17,Construction,Construction managers,291,Ballot c
2018,Sometimes,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,Refused,White,Female,19,"Colleges and universities, including junior colleges",Other teachers and instructors,292,Ballot c
2018,Sometimes,Somewhat satisfied,Fair,Very true,Not at all true,Yes,Not at all hard,Full-time,$25000 or more,White,Female,12,"Electric power generation, transmission, and distribution",Secretaries and administrative assistants,293,Ballot b
2018,Sometimes,Not too satisfied,Fair,Not too true,Not at all true,No,Not at all hard,Full-time,$25000 or more,White,Male,12,Grocery stores,First-line supervisors of retail sales workers,294,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Female,11,Not applicable,Not applicable,295,Ballot c
2018,Often,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,16,Banking and related activities,Credit counselors and loan officers,296,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Female,11,Not applicable,Not applicable,297,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Not applicable,Black,Male,20,Not applicable,Not applicable,298,Ballot a
2018,Always,Very satisfied,Excellent,Very true,Very true,Yes,Very hard,Full-time,$25000 or more,White,Female,20,Elementary and secondary schools,Special education teachers,299,Ballot a
2018,Hardly ever,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Black,Female,16,"Civic, social, advocacy organizations, and grantmaking and giving services","Meeting, convention, and event planners",300,Ballot c
2018,Often,Very satisfied,Very good,Not too true,Very true,Yes,Not too hard,Full-time,$25000 or more,Black,Female,16,Elementary and secondary schools,Budget analysts,301,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,13,"Accounting, tax preparation, bookkeeping, and payroll services",Tax preparers,302,Ballot c
2018,Sometimes,Somewhat satisfied,Good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Male,12,Construction,Electricians,303,Ballot a
2018,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,20,Elementary and secondary schools,Computer systems analysts,304,Ballot b
2018,Never,Very satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Part-time,$4000 to 4999,White,Male,14,"Gift, novelty, and souvenir shops",Retail salespersons,305,Ballot c
2018,Sometimes,Somewhat satisfied,Fair,Very true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,Other,Male,12,"Architectural, engineering, and related services","Architects, except naval",306,Ballot a
2018,Often,Very satisfied,Very good,Somewhat true,Not too true,No,Not at all hard,Full-time,Refused,White,Male,17,"Colleges and universities, including junior colleges",Postsecondary teachers,307,Ballot c
2018,Never,Very satisfied,Very good,Very true,Somewhat true,No,Not too hard,Full-time,Don't know,Other,Male,8,Landscaping services,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",308,Ballot c
2018,Always,Not too satisfied,Very good,Very true,Not too true,Yes,Not too hard,Full-time,$20000 - 24999,White,Female,12,Pharmacies and drug stores,Health practitioner support technologists and technicians,309,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Refused,White,Male,16,Administration of economic programs and space research,Air traffic controllers and airfield operations specialists,310,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,14,Radio and television broadcasting and cable subscription programming,Broadcast and sound engineering technicians and radio,311,Ballot a
2018,Sometimes,Not too satisfied,Fair,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Other,Male,16,National security and international affairs,"Software developers, applications and systems software",312,Ballot a
2018,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Part-time,Refused,White,Male,18,"Colleges and universities, including junior colleges",Aerospace engineers,313,Ballot c
2018,Sometimes,Very satisfied,Very good,Very true,Very true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,20,Scientific research and development services,"Engineering technicians, except drafters",314,Ballot c
2018,Sometimes,Somewhat satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,13,Air transportation,Reservation and transportation ticket agents and travel clerks,315,Ballot a
2018,Often,Not at all satisfied,Fair,Somewhat true,Not too true,No,Somewhat hard,Full-time,$25000 or more,Black,Female,16,Offices of physicians,Receptionists and information clerks,316,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,19,"Architectural, engineering, and related services","Managers, all other",317,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,12,Elementary and secondary schools,Cooks,318,Ballot b
2018,Sometimes,Very satisfied,Good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,20,Elementary and secondary schools,Special education teachers,319,Ballot b
2018,Often,Very satisfied,Excellent,Somewhat true,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,Black,Male,12,Radio and television broadcasting and cable subscription programming,Broadcast and sound engineering technicians and radio,320,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Offices of dentists,Dental assistants,321,Ballot c
2018,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,No,Not too hard,Part-time,$8000 to 9999,Black,Male,12,Taxi and limousine service,Taxi drivers and chauffeurs,322,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,Black,Male,11,Crop production,Miscellaneous agricultural workers,323,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,7,Not applicable,Not applicable,324,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,12,Construction,Construction laborers,325,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,10,"Textile product mills, except carpet and rug",Sewing machine operators,326,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,12,"Electric power generation, transmission, and distribution",Control and valve installers and repairers,327,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,14,"Museums, art galleries, historical sites, and similar institutions",Police and sheriff's patrol officers,328,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Black,Female,17,Elementary and secondary schools,Elementary and middle school teachers,329,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$4000 to 4999,Black,Female,16,"Colleges and universities, including junior colleges",Secretaries and administrative assistants,330,Ballot c
2018,Sometimes,Very satisfied,Good,Very true,Very true,Yes,Not too hard,Part-time,$15000 - 19999,White,Male,14,Home health care services,"Nursing, psychiatric, and home health aides",331,Ballot b
2018,Always,Very satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,National security and international affairs,"Judges, magistrates, and other judicial workers",332,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,19,Traveler accommodation,Chefs and head cooks,333,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,12,Legal services,7270,334,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,18,U.s. navy,Pharmacists,335,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Male,12,"Auto parts, accessories, and tire stores",Chief executives,336,Ballot a
2018,Always,Not too satisfied,Very good,Not at all true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Female,16,Executive offices and legislative bodies,"Office and administrative support workers, all other",337,Ballot b
2018,Sometimes,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,Refused,White,Male,16,Individual and family services,Chief executives,338,Ballot c
2018,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,16,"Justice, public order, and safety activities",Lawyers,339,Ballot c
2018,Sometimes,Very satisfied,Excellent,Very true,Not at all true,No,Not at all hard,Full-time,Refused,White,Female,16,Real estate,Real estate brokers and sales agents,340,Ballot b
2018,Sometimes,Very satisfied,Fair,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,20,"Civic, social, advocacy organizations, and grantmaking and giving services",Miscellaneous legal support workers,341,Ballot c
2018,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Part-time,$3000 to 3999,White,Male,16,"Periodical, book, and directory publishers","News analysts, reporters and correspondents",342,Ballot a
2018,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,Black,Female,16,Software publishers,Technical writers,343,Ballot c
2018,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,Refused,White,Male,18,Scientific research and development services,"Managers, all other",344,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,Black,Female,14,Nursing care facilities,Licensed practical and licensed vocational nurses,345,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,13,Bus service and urban transit,Bus drivers,346,Ballot c
2018,Often,Very satisfied,Fair,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Black,Female,12,Outpatient care centers,Medical assistants,347,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,"Coating, engraving, heat treating and allied activities",Secretaries and administrative assistants,348,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,12,Banking and related activities,Tellers,349,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Lt $1000,Black,Female,15,No answer,"Human resources assistants, except payroll and timekeeping",350,Ballot c
2018,Sometimes,Very satisfied,Very good,Somewhat true,Very true,No,Somewhat hard,Full-time,Refused,Black,Female,14,National security and international affairs,"Managers, all other",351,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,Black,Female,12,Home health care services,Personal care aides,352,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,20,Computer and peripheral equipment manufacturing    ,Marketing and sales managers,353,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,Other,Male,16,No answer,"Software developers, applications and systems software",354,Ballot a
2018,Sometimes,Somewhat satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,20,Public finance activities,Computer systems analysts,355,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,12,Offices of physicians,Medical assistants,356,Ballot c
2018,Hardly ever,Not too satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$8000 to 9999,Black,Female,9,Elementary and secondary schools,Childcare workers,357,Ballot c
2018,Sometimes,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,Black,Male,18,"Civic, social, advocacy organizations, and grantmaking and giving services","Miscellaneous life, physical, and social science technicians",358,Ballot b
2018,Sometimes,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,14,"Textile product mills, except carpet and rug",Chief executives,359,Ballot a
2018,Often,Very satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,12,Automobile dealers,Retail salespersons,360,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Grocery stores,Aircraft mechanics and service technicians,361,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,13,Employment services,Accountants and auditors,362,Ballot a
2018,Always,Somewhat satisfied,Very good,Very true,Very true,No,Not at all hard,Part-time,Not applicable,White,Female,14,Landscaping services,Grounds maintenance workers,363,Ballot b
2018,Often,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,"Wholesale electronic markets, agents and brokers",First-line supervisors of office and administrative support workers,364,Ballot a
2018,Sometimes,Somewhat satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,17,"Hardware, plumbing and heating equipment, and supplies, merchant wholesalers","Heating, air conditioning, and refrigeration mechanics and installers",365,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,6,"Colleges and universities, including junior colleges",First-line supervisors of housekeeping and janitorial workers,366,Ballot c
2018,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,"Colleges and universities, including junior colleges",Postsecondary teachers,367,Ballot a
2018,Sometimes,Very satisfied,Good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,16,Computer systems design and related services,Computer systems analysts,368,Ballot c
2018,Often,Somewhat satisfied,Very good,Somewhat true,Very true,No,Very hard,Full-time,$25000 or more,White,Female,18,Offices of physicians,Nurse practitioners,369,Ballot b
2018,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Full-time,Refused,White,Male,16,"Securities, commodities, funds, trusts, and other financial investments",Chief executives,370,Ballot a
2018,Often,Not at all satisfied,Good,Very true,Very true,No,Somewhat hard,Full-time,Refused,White,Male,16,"Management, scientific, and technical consulting services",Chief executives,371,Ballot a
2018,Often,Very satisfied,Very good,Somewhat true,Not too true,No,Not at all hard,Full-time,$25000 or more,White,Male,16,"Architectural, engineering, and related services",Architectural and engineering managers,372,Ballot c
2018,Always,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Female,16,"Museums, art galleries, historical sites, and similar institutions",Construction managers,373,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,15,Individual and family services,Counselors,374,Ballot b
2018,Hardly ever,Very satisfied,Excellent,Very true,Very true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,16,U.s. army,"Human resources assistants, except payroll and timekeeping",375,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,14,Construction,Construction managers,376,Ballot c
2018,Sometimes,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Part-time,$5000 to 5999,White,Female,14,Nursing care facilities,"Nursing, psychiatric, and home health aides",377,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,"Colleges and universities, including junior colleges",Personal financial advisors,378,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Offices of optometrists,Receptionists and information clerks,379,Ballot a
2018,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Part-time,Not applicable,White,Female,16,Hospitals,"Therapists, all other",380,Ballot b
2018,Hardly ever,Very satisfied,Very good,Very true,Not too true,No,Not at all hard,Part-time,Lt $1000,White,Male,12,"Museums, art galleries, historical sites, and similar institutions","Archivists, curators, and museum technicians",381,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,White,Female,12,No answer,No answer,382,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,19,Elementary and secondary schools,Elementary and middle school teachers,383,Ballot a
2018,Sometimes,Very satisfied,Good,Not too true,Not at all true,Yes,Not at all hard,Part-time,$25000 or more,Other,Male,15,Pharmaceutical and medicine manufacturing,Medical scientists,384,Ballot c
2018,Sometimes,Very satisfied,Excellent,Somewhat true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Female,16,"Soap, cleaning compound, and cosmetics manufacturing",Lawyers,385,Ballot a
2018,Sometimes,Somewhat satisfied,Excellent,Very true,Very true,Yes,Not at all hard,Full-time,$25000 or more,White,Female,16,"Colleges and universities, including junior colleges","Office and administrative support workers, all other",386,Ballot a
2018,Sometimes,Not too satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,16,"Management, scientific, and technical consulting services",Computer systems analysts,387,Ballot b
2018,Often,Not too satisfied,Very good,Very true,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,White,Female,20,"Colleges and universities, including junior colleges",Postsecondary teachers,388,Ballot a
2018,Never,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Part-time,Refused,Black,Male,14,Construction,Carpenters,389,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,14,Elementary and secondary schools,Elementary and middle school teachers,390,Ballot b
2018,Sometimes,Somewhat satisfied,Poor,Very true,Somewhat true,No,Somewhat hard,Full-time,Not applicable,Other,Female,13,Services incidental to transportation,"Laborers and freight, stock, and material movers, hand",391,Ballot c
2018,Sometimes,Somewhat satisfied,Very good,Somewhat true,Not too true,No,Not too hard,Part-time,Not applicable,White,Male,18,Administration of economic programs and space research,Operations research analysts,392,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,9,Not applicable,Not applicable,393,Ballot a
2018,Often,Somewhat satisfied,Fair,Very true,Dont know,No,Not at all hard,Full-time,Not applicable,Other,Female,17,"Colleges and universities, including junior colleges",Postsecondary teachers,394,Ballot c
2018,Hardly ever,Very satisfied,Good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,0,Scientific research and development services,"Computer occupations, all other",395,Ballot a
2018,Never,Very satisfied,Excellent,Very true,Not at all true,No,Not at all hard,Not applicable,Don't know,White,Female,16,Miscellaneous retail stores,First-line supervisors of retail sales workers,396,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,"Savings institutions, including credit unions",Financial managers,397,Ballot b
2018,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,19,"Management, scientific, and technical consulting services",Personal financial advisors,398,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,White,Male,12,Aircraft and parts manufacturing,Mechanical engineers,399,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Administration of human resource programs,Human resources workers,400,Ballot a
2018,Sometimes,Not too satisfied,Very good,Very true,Not too true,No,Not too hard,Full-time,$25000 or more,White,Male,16,"Beer, wine, and liquor stores",First-line supervisors of retail sales workers,401,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,12,Not applicable,Not applicable,402,Ballot b
2018,Hardly ever,Very satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$1000 to 2999,White,Female,12, restaurants and other food services,Waiters and waitresses,403,Ballot c
2018,Never,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Part-time,Not applicable,White,Female,3,"Seafood and other miscellaneous foods, n.e.c.","Packers and packagers, hand",404,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Business support services,"Switchboard operators, including answering service",405,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,15,Ship and boat building,Miscellaneous assemblers and fabricators,406,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,11,Nursing care facilities,"Nursing, psychiatric, and home health aides",407,Ballot a
2018,Always,Not too satisfied,Good,Very true,Very true,No,Not too hard,Full-time,Refused,Other,Female,14,Administration of human resource programs,Social workers,408,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,13,Home health care services,"Nursing, psychiatric, and home health aides",409,Ballot b
2018,Often,Not at all satisfied,Fair,Very true,Not at all true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,13,National security and international affairs,"Welding, soldering, and brazing workers",410,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,15,Private households,Childcare workers,411,Ballot b
2018,Never,No answer,Fair,No answer,No answer,No answer,No answer,Not applicable,Not applicable,White,Female,10,Home health care services,"Nursing, psychiatric, and home health aides",412,Ballot a
2018,Often,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,Refused,White,Male,14,Automotive equipment rental and leasing,Marketing and sales managers,413,Ballot a
2018,Never,Very satisfied,Very good,Somewhat true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,15,Hospitals,Registered nurses,414,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,8,Nursing care facilities,8270,415,Ballot b
2018,Sometimes,Very satisfied,Good,Very true,Very true,No,Not too hard,Full-time,Refused,White,Male,16,"Management, scientific, and technical consulting services",Database administrators,416,Ballot a
2018,Sometimes,Somewhat satisfied,Excellent,Very true,Very true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,13,Bus service and urban transit,Bus and truck mechanics and diesel engine specialists,417,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,12,Gasoline stations,Automotive service technicians and mechanics,418,Ballot c
2018,Always,Not too satisfied,Excellent,Very true,Not at all true,Yes,Very hard,Full-time,$25000 or more,Other,Female,14,Religious organizations,Secretaries and administrative assistants,419,Ballot b
2018,Often,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,Executive offices and legislative bodies,Social workers,420,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,13,"Structural metals, and boiler, tank, and shipping container manufacturing",Structural iron and steel workers,421,Ballot b
2018,Hardly ever,Very satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,14,Insurance carriers and related activities,Compliance officers,422,Ballot c
2018,Hardly ever,Somewhat satisfied,Fair,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,12,"Paint, coating, and adhesive manufacturing","Production workers, all other",423,Ballot b
2018,Hardly ever,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Part-time,Refused,Other,Female,13,Pharmacies and drug stores,Health practitioner support technologists and technicians,424,Ballot c
2018,Hardly ever,Very satisfied,Good,Very true,Somewhat true,No,Somewhat hard,Full-time,$20000 - 24999,White,Female,12,Nursing care facilities,"Nursing, psychiatric, and home health aides",425,Ballot b
2018,Never,Very satisfied,Excellent,Dont know,Dont know,No,Not at all hard,Part-time,$6000 to 6999,White,Female,20,Elementary and secondary schools,Special education teachers,426,Ballot c
2018,Often,Very satisfied,Good,Very true,Very true,Yes,Not at all hard,Part-time,$3000 to 3999,White,Female,18,"Management, scientific, and technical consulting services",Management analysts,427,Ballot b
2018,Often,Not too satisfied,Good,Somewhat true,Somewhat true,Yes,Not at all hard,Full-time,Refused,Other,Male,20,"Securities, commodities, funds, trusts, and other financial investments",Financial analysts,428,Ballot a
2018,Often,Somewhat satisfied,Very good,Not too true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Female,16,Private households,"Managers, all other",429,Ballot b
2018,Never,Very satisfied,Fair,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,Other,Female,12,Private households,Maids and housekeeping cleaners,430,Ballot a
2018,Never,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,"Securities, commodities, funds, trusts, and other financial investments",Secretaries and administrative assistants,431,Ballot c
2018,Often,Somewhat satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,Refused,White,Male,16,Other telecommunications services,General and operations managers,432,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,18,Elementary and secondary schools,Postsecondary teachers,433,Ballot b
